user_id,business_id,stars,text,year,month,day
-to6K3azJBnweSN7Ky6eAQ,yDriUh65Wpx1HnTmXln9nw,1.0,"every time i go to this location, it's nothing but problems. the staff aren't always friendly. you have to correct them in terms of your order constantly. and don't dare order through uber eats with this location. you order an iced tea, and they think it makes sense to put it in a fountain drink cup; and then a plastic bag. you order soup, only for it to not show up. you call them to complain, and they tell you ""we never had soup to begin with."" take your number, tell you they'll call back in '1-2minutes.' then never do. not pleased!",2019,1,22
YLtStLD6NVX8dgfWCY7FlA,L9XvUfEWfjEmOJAd21o6rA,1.0,"totally not well treated... after making two other peoples entire sandwiches besides my own and my partners and both of the guys came in minutes after we did, which stinks for me being veg bc he touches all the other meat ones before mine which was able to be completed fast first with courtesy...he then suddenly notices my ada legal tagged and vested service dogs and says that i can't have dogs in the place. i told him like he couldn't speak to me that way by law and he continued to try to protest..

i asked if he'd like to read the clauses of the law which i carry a small card for just this purpose. 
he sort of awkwardly declined and proceeds finishing three other entire sandwiches before i was finally able to pay and leave...pretty ridiculous and illegal. 
reportable etc.",2019,4,9
Kiuq8UvpAMWMCdI45HIpNQ,W5jnx-8xydXZzG_vT5VxGQ,1.0,"horrible experience, went in to get lunch with my boyfriend and they didn't greet us the all just stared at us waiting in line for like 5mins, then the worker lady sitting at a table finally came to take our orders and mid order she just abruptly left and went to the bathroom without even saying anything.... the whole experience was not pleasant.",2019,3,11
n-iTQUXN2Y-meUP_YrXGTg,-O_fh3A0IdvR_sg--mmoPQ,3.0,subway in mallinkrodt building at washu. gets incredibly busy around lunch time every 30 min. can order ahead of time and pick up your food through snap finger app.,2019,1,17
ZL8cgMY7b8POMaxKgd6u3g,0bzkJPZaxJI0aWh20ayBJQ,1.0,my friend wanted only white bread with nothing on it and they couldn't do that because they can't price the item well my friend has ordered this before from the same location so it's the persons working the registers fault. i would not recommend you coming here.,2019,11,29
Bb8aKLAblKFB4C6BPHMH7w,iKD7r01uxosBnLPQSLVBTQ,4.0,"the outside of the subway needs a face lift. the inside was clean it had a large dining area. the staff was friendly and patient while my picky kiddos were trying to decide what they wanted. another plus, is this subway has a drive thur. you don't see that at many subways.",2019,5,12
88OxUxQ03qy46eGZuAWrww,d-hMYlJ-hMAHSgd3KvYcWg,1.0,"placed a mobile order. paid. drove to restaurant to pick it up. guy didn't even start on it. had to wait on line before he would even make it. one would think they would make the mobile orders so they are ready by the promised time. i showed the guy my order, but he continued to make orders for people in line instead. what's the point of ordering ahead if it's going to be like that. this subway sucks. never again.
advice,,,,do not go to this subway. 

i'm not. ever again.",2020,4,29
rTOLj63bMRn9ragmfMzOeA,M2S5ELqHjz1B1booBTN1dQ,4.0,"had subway for lunch today and forgot to check-in... so checked in later! 

i love their spicy italian subs, with double meat... and the creamy sriracha sauce that they have. sometime i get them hot, sometimes cold. but they are always delicious. 

the staff at this location are friendly and willing to do whatever it takes.  they had to find the sriracha in their cooler, since the apparently don't get many requests for it. it was appreciated! 

location is clean, and looks like they keep it up.  a good lunch if you are in the area!",2019,10,28
376_5NAQMr97AUFV-Bt19w,31s1x27DnN2V-ptUWEdfTQ,4.0,great after practiced stop to feed the kids and make them for. they were very excited about the fresh baked cookies. and the sandwiches or prepared quickly and delicious. always nice for everyone to have the options that they like to enjoy and get any chips or drinks that they like. worker today was amazing and fast and very helpful. always nice to be able to feed an entire for a mouth full of boys for less than $25 so very happy we made this stop tonight. enjoyed eating and dining and side the boys were very happy the atmosphere was very clean everything always looks very fresh and there were no dirty tables at nice to have a dependable place to come to for lunch or dinner at any point. have never tried the breakfast may have to try that next.,2019,1,4
RAl5JG22Wl60zHUat4KA8Q,Q4OTSH9DaoeqtYcg6qYtZg,1.0,"the worst customer service ever. the cook didn't know english or spanish because the woman tried to communicate with me in spanish, but she didn't know both. i told her how i wanted my subway and she made whatever she wanted. after she tried to be an smart ass and said that she wasn't able to understand my english when i was born in this country  anyway gente india",2019,10,7
eIrJk9pAi2uP-4lB3IzWqw,DfkO7MHuy2wxgeUZ2-o3BA,1.0,"horrible customer service from a ""manager"" named monique. if i could give this place 0 stars, that would be more appropriate. came in for lunch around 2:00 pm on a saturday afternoon and the young lady working the register was not wearing gloves as she wrapped subs and handled cash as well. i was put off by that, hoping she would wash her hands or eventually put some gloves on and did not. monique ""the manager"" then accuses an older woman paying for food as racist ""for not handing cash in her hands"" to the young lady wrapping subs and instead placing it on the counter...  a real nightmare to have encountered this location.",2019,1,4
rVvJUxEK-hIBYexpYW6BSQ,qBvsNlxtqy8hPxx1C7HuVA,5.0,place is always quiet and clean when i come here.  employees are super friendly and quick. they are super generous with the veggies and sauce. best place to get subway in town!! my favorite is the oven roasted chicken!,2019,1,7
NmJv6rMUE5CdGOGxu6sXFg,EwblShAzTJ4Op6aJZYYuVA,1.0,"terrible subway franchise! i'm disabled, so i sent my son to get sandwiches from subway. when he got there, he waited over 15 minutes for service even with 4 people behind the counter. they had nothing that was on our original order (meatball sub and a steak and cheese). i changed my order to a chicken, bacon, ranch (even though i really wanted the steak and cheese), and my son cancelled his order completely to go somewhere else. got the sandwich home, and it was made with the wrong chicken. terrible, terrible service. how are you a restaurant and you're out of not just one, but several ingredients for sandwiches.",2019,7,31
9gQivAC-OHIGlc4mf9OE-w,gi90NMmRhzl8vzM83UNOVA,1.0,"came in the store earlier today (around 5p) because they were not accepting call in orders, which they have previously so why not now? regardless, the employee was not wearing a mask as now required by city ordinance. i asked him to put on his mask and he made his feelings clear that he was not happy about putting a mask on. he then remade my sandwich, other customers behind me left after it was  clear he did not care about others safety and his attitude made that apparent. this event will be the last i ever step foot into this subway again.",2020,6,24
RZfWN97IDU5U15uvOWNgVg,9JR9Ht6IX1r2jPPG689JyA,1.0,"i was halfway done w my sandwich and i felt something weird in my mouth. i spit it out and it was paper!! my sandwich had paper, i would go back to the store but they are closed. so disappointed...",2020,10,29
NYtgeDi-zsC5v2Ejm52OFA,EwblShAzTJ4Op6aJZYYuVA,1.0,"when you pay $6 + for a salad it should fill the bowl. mine wasn't even half full. the sandwiches are okay but the service is terrible. i went through the drive through and didn't even get a greeting. i got a ""here"". that's it..",2019,3,20
He2s3rf3q8Tj5IEQxa5s6w,wuv3jE5Lc23TcfC70qu-Mg,1.0,"very bad customer service here! the family in front of me was trying to order a kids turkey sandwich with pepperoni because the mother said that was the only way her little boy would eat it. the two young girls working said there was no way to ring that up in the computer. the mom said they have never had a problem at any other subway when they ordered that and asked if they could just ring it up as something else and they'll pay extra. they two girls still said there was no way they could do that on a kids meal and ""they don't make the rules."" the mom and dad finally proceeded to leave without ordering, made the little boy put his chips back, and he then started crying. i don't know how the workers could not find a way to compromise and make it work somehow without being totally rude and making the little boy cry. situation was not handled well at all! and why are the 2 young girls the only ones in the store with no manager in sight?! i will not be going back to this subway!",2019,5,15
sVVZC0Vett8WAa4mZj5IVw,L9XvUfEWfjEmOJAd21o6rA,5.0,"went into this subway thinking of it like being any other, but was truly shocked by how good customer service was, went in not knowing what to order and was helped by such a great worker named vanessa, who helped me create my sandwich and recommended me some toppings, she was very kind and had great customer service, can truly say that was the best sandwich i've ever had and will definitely come back in the future!",2020,2,3
YlG0Of6nBDJR8XyX3XUwww,EwblShAzTJ4Op6aJZYYuVA,1.0,"when we arrived, there were three people behind the counter. not one gave any indication that they were going to take our order. one of the women was on her phone and didn't speak to us the entire time, except to tell us that they could not heat up a pizza for us. she was on her phone while handling bread. the person who actually made our sandwiches was moving so slowly, i literally felt sleepy watching her. in addition, she was very obviously not interested in her work and was not wearing her mask properly. she was training a young gentleman who also was incompetent. he touched his nose and face while preparing food and wearing gloves and was touching his ungloved hand with his gloved hand. it was utterly ridiculous and slow as hell. i don't understand why these people are allowed to work when they are so incompetent.",2020,10,1
LbRxyPwuwH8_74XIClfUJQ,L9XvUfEWfjEmOJAd21o6rA,1.0,this place is pretty bad considering the amount of bugs i have seen while eating there. it does not look like a safe environment to eat.,2019,5,19
L1r_QZ--M9EFnkpl7qrv_A,d-hMYlJ-hMAHSgd3KvYcWg,5.0,"some friends and i stopped in after work, not sure what sandwich they ordered as i ran to grab something next door. i will say they thought the sandwich was great. i ordered the footlong spicy italian on italian herb and cheese bread. comes with 10 slices of pepperoni and 10 slices of salami. i added spinach, cucumbers, black olives, tomatoes, pepperoncini, and light onion. dry shakers only, extra parmesan of course. i don't do the oil and vinegar or mustard and mayo...seems to make sandwich soggy bcuz i usually don't eat it right away. the service was excellent as well as my sandwich! this particular location has changed owners 3 times in the past year. this new owner seems to have it on point! keep up the good work. thanks for awesome service and sandwich.",2019,2,22
o4WzdYQAP0igLvN5MfYwSA,9JR9Ht6IX1r2jPPG689JyA,1.0,"the only reason why this even gets a star is because they didn't mess my coworkers order. i have a toasted, italian herb tuna sandwich. as u can see there isn't any herbs on my bread. it's just plain. i door dashed this so i count on people to read my order correctly so when i got it from my delivery guy it was so disappointing. also it was not toasted when i listed in special instructions to toast it. even more troubling, my coworker and i both had stomach pain after eating. absolutely disgusting.",2019,10,15
s127AXNIUVH8V3mPtX3WSg,-O_fh3A0IdvR_sg--mmoPQ,1.0,"employees were disrespectful to say the least. an employee kayla, thew any sides back into the cubbies, had the worst attitude and preceded to yell for what else i wanted in my sandwich. not only that, to top it off, they don't know how to cut or make the sandwiches.",2019,9,14
rAJBp1rOWKS8mdnm_FT55g,EwblShAzTJ4Op6aJZYYuVA,2.0,"it doesn't matter what day or time i go there is no veggie patty's i am told supposedly. might as well you guys take it off the menu, cause it's false advertisement. it's ridiculous but i'm fine with it because i will just take my business /money elsewhere.",2019,8,6
biynLlgqREKi_ruKOQGBYA,wQnVwt98pXX0n0Szro_XGg,1.0,"came here on a sunday and the hours said that this establishment closed at 10 pm, but door was locked just a little after 9 pm..",2019,1,7
6syQiHq6NwrnI7vJP76Gtg,S3WazoxfO3euuvQUOJRlFA,2.0,"i have never had a bad experience at a subway worth mentioning, but this past saturday night, i ate a tuna sub at this location. within 20 minutes, i was really sick. it did taste extra fishy, so i guess i should have known better. also, parts of the bread were hard. otherwise, nice employee, good drink selection. 6446023875746838. receipt said to ""lettuce know"" how it went. :)",2020,10,12
V4nq7PHb1zflYZPeXK-tnQ,EwblShAzTJ4Op6aJZYYuVA,1.0,"i ordered my food through door dash, i can tell the packaging hadn't been tampered with so i couldn't even get frustrated with the dasher. so i called subway which i spoke with the manger about my food being of poor quality. the bread was stale, and shriveled up, there were jalapeños smushed and infused on the outside of the bread, mayonnaise, oil, and mustard everywhere. sick! to prepare this for anyone. the manager julie says, ""only i could bring the sandwich up and she'll remake it"" totally inconveniencing me, but i obliged. i get up there and julie the general manager has the nerve to give me some spill about how they don't do this, and how she is only going to make a 1x exception. excuse me?  i told her this service was absolutely poor and that i wasn't pleased. that i should at-least be compensated to a 12"" in sandwich for my inconvenience, since she wouldn't allow the dasher to reorder it. i paid 8 bucks there and back for a lyft, not to mention the door dash fees. for her to act like this service i received was perfectly fine? look at this sandwich! mind you the next sandwich they made looked nothing of the sort. you literally have to watch these people to ensure your food is made right. sick!",2020,1,10
0hrJvE3b0Q5Bqikc49a_wA,UQJXnNKl_RHH2t7iuT1fig,2.0,"i went to this location saturday at 12:30. being the lunch hour there were three or four people in line but it was not terribly crowded.  the older woman working behind the counter was rude and short with every customer as if we were all inconveniencing her. she tried to hurry everyone along and had absolutely no patience. the two young girls behind the counter were keeping up well from what i saw.   

she actually rolled her eyes at the customer behind me when  she announced she had five sandwiches on her order.  

once seated, i witnessed the same employee tossing utensils and trays on the line as if she was mad just to be working there.  made me wonder if this woman is the franchise  owner of this location. 

i will never go back to this location.  my money is better spent where  my business is appreciated.",2020,2,11
vPuZZxh9aAOrmJuoobu3yA,6Kc2FhLppRhWBXDKxjxj2A,5.0,needed delivery and stumbled on delivery from subway.  the competition who boasts freaky whatever does not deliver to this location!  subway does!  the sandwich tastes great and delivery man could not have been more courteous and thorough!  thank you for delivering!,2019,8,5
yR4Ot7_e-2haBqnlNdOUBA,qBvsNlxtqy8hPxx1C7HuVA,1.0,their hours say 9-9. apparently the girl working decided that she wanted to close down early. came at 8:20 and the open sign was off but she was still in there. change your hours if you close earlier. you just lost a frequent customer.,2019,11,24
8dowk626SkQ_SO0MH4iXgg,QuZedyMTfhVwAYONCvtCVg,5.0,"i pretty much stopped going to subway because i felt the quality of the sandwich had really gone down because they were keeping their prices low and it seemed like if you asked for more than lettuce and tomato, any extra dressing, etc it was a real imposition to them. today i wanted a sandwich i didn't have to drive out of the way for, so i stopped at the subway near my home. delightful experience! the prices have gone up but the bread was really fresh as was the other toppers and the hispanic lady that waited on me actually acted like she was pleased to help me and that just made the experience for me ! i will be back again!",2019,10,23
4h72yYrEZLUFHUUFmT8sFg,KE_oM4y1GMI3YMOnnqHqRQ,5.0,"there is a young guy with blonde hair that kind of has a wave in the front who gives amazing customer service and was extremely kind to my son and i. my son asked me to give him a good tip and i'm not sure if they can even take tips, but in the midst of checking out and getting his drink and making sure i'd get to pick my other child up in time i lost track of doing so but will make a special trip to go give him a tip. good customer service is so rare these days, this young man deserves to be commended and they should be proud to have him as an employee.",2020,2,28
8_vcGdoH5syOOc6JYmpreA,qpIpYSzySrqNmPWEPNplug,5.0,"this is the cleanest restaurant i think i've ever been in.  all ingredients were fresh & crisp.  employees were courteous & service was quick.

the inside of this restaurant sparkled!",2019,3,13
8CZNAaJ0pKrSBJ_SNauawA,jLNxPH975elBwriKSjhw7w,5.0,the person who took my order was very kind and respectful despite being a drivethru order. thank you for the good experience. food was very good as well.,2020,8,15
LPodN3BHin2NcnoSQRl0FA,L9XvUfEWfjEmOJAd21o6rA,1.0,"reviewer: ed f. from central valley, ca 
we visit our ucsb son often and shop at the grocery store around the corner from this subway. we stopped in for lunch one day and wanted to 1st wash up and use the rest room. it appeared that it was not occupied however we asked 1st. we were told (with no disrespect to the culture but with a difficult to understand accent) that it was ""out of order"" we sensed differently since we saw someone exit the room after obviously using the facility. what? an employee can use the restroom and exit while picking away but lie to us about it being out of order? too late to simply walk out since my son had already ordered and paid but my wife and i obviously changed our minds about ordering after seeing this employee exiting the restroom while picking for whatever. at least he put on his pocketed pre used plastic gloves when he returned to prepare food.",2020,9,1
Sp2GV7D-_JLZMPQmDanzPQ,M2S5ELqHjz1B1booBTN1dQ,4.0,"craving my chipotle steak and cheese wrap on tomato wrap and this was the closest subway around my work.  it's small but i was greeted upon walking in with a ""welcome to subway"" which was nice.  there were 2 people ahead of me but i got through pretty quick.  i also liked that they asked if i wanted the cheese melted on top of my steak when they warm it or not....which i always like it melted.  absolutely hate it when i visit a subway and they don't melt the cheese on top of the steak, just not the same.  the taste of my wrap was great and satisfied my lunch hunger.  i'll be back to this location.",2019,12,21
I4bbM_rfK_MIMagKaXPh-w,vLdELbSYtwKVpkl4ownLEA,4.0,"staff is always friendly, especially the older woman who works there. i appreciate you!",2021,1,3
m9axrVPi1g3FpG6H200mZg,NFdlTTZrmXejfKyz7v5T3Q,1.0,". the woman on this subway said"" no refill your drink"" because i carry out eating and come back in 3 hours to refill my drink in the same day purchased. don't come here.",2019,2,4
g6ekWKzZOmBl9J5aKrFURQ,UQJXnNKl_RHH2t7iuT1fig,5.0,ordered the turkey with provolone and tomatoes spinach and  sweet onion dressing. fast friendly service.,2019,4,7
gWRrE0P0ROsU1ly8ubsYrA,CmDTNEVReN6CgE6ctlZhag,2.0,"i usually love going to subway for the fast and fresh sandwiches but this was not the case! the line moved very slow and my cucumbers were dry. also they forgot to give me and offer me a free cookie because i got double meat, which is standard in every subway. needs improved but is in a great location by hotels and an industrial park. very close to my work so it's an easy drive to get there.",2020,2,14
_yVFUq0dLIXXT4sKSvNwHg,W5jnx-8xydXZzG_vT5VxGQ,1.0,horrible service!  the tuna looks old and crusty.  my meatball sandwich was ice cold.,2020,7,25
3BDH5cDD_jm__ycrjcHrtQ,BQdg19sukvw90QJ4tbY-BA,5.0,"my family loves this subway! andy is always very kind and accommodating! we have literally called right before closing and asked if he would wait for us and he has! i have never, ever been disappointed with this subway's food or service!",2021,2,26
iUrkh-15Y6ZB2V1kUjV6hQ,wQnVwt98pXX0n0Szro_XGg,5.0,this location seems really exceptional to me! great prices. they have selection of extra spices others don't have. also nice real juices not all locations have. worker was very polite. i was very happy stopping here,2019,4,21
g__aDsdEk8l7CcKjeU5aPg,S3WazoxfO3euuvQUOJRlFA,1.0,"it's 3:30 pm on a saturday and the door is locked. all lights are on, and no sign saying they are closed. thank you chipotle for being next door and open.",2020,5,16
Sv4VKcl6s8bO54EEXiyaRQ,BQdg19sukvw90QJ4tbY-BA,1.0,i would never call for anyone's job but the worker tyler there is terrible. always condescending and acts very rude. if he is in there and you can see by the name tag please go somewhere else he's messed up my sandwich countless times and when i ask him to fix it or say that's not what i ordered he doesn't apologize and give me what i am paying for instead he will ask what the big deal is and huff and puff. so disrespectful. go to taco bell or if you really want a sub pop in the dollar general and get a frozen one from there. you're better off,2019,12,14
flt3zWeToaePVIWbUgzPcQ,9JR9Ht6IX1r2jPPG689JyA,1.0,i order a ultimate italian the girl working there started making me a regular sandwich i'm having an hard enough time today already i don't have time for this,2019,2,20
A8hDu7xzn0pefcIY29rXHA,d-hMYlJ-hMAHSgd3KvYcWg,1.0,"if you try to use your subway coupons at this location be careful.

i have been a loyal subway customer for a long time but probably for not any longer. 

today (3/10 around noon) i gave the cashier a coupon for $5 meal and she rang in the discount and tried to overcharge me by 40 percent!  she told me she ""didn't have the button"" for the discount.  when i asked her why she couldn't charge me the correct amount she was rude to me and i just left because what else could i do?  overpay by 40%? (less whatever the tax was - she was trying to charge me $7)

she never told me she couldn't honor the coupon, she just tried to overcharge me.  this is completely unacceptable.  

is this some sort of scam where the cashier overcharges then keeps the difference?  i won't return to this store and its a shame as i live only 3 blocks away.  i've experienced poor service at this location a number of times now aside from today.

when your food is marginal at best, try to hire friendly and competent staff.  charge your customers correctly/fairly.  what a mess.",2019,3,10
gQFAEHf61OMviPH140LlMg,NFdlTTZrmXejfKyz7v5T3Q,5.0,"all of the negative reviews for this location are old and irrelevant. i went today to this location and the entire staff was so kind and accommodating! sandwiches were done quickly and perfectly, and the store was clean. will definitely be back!",2020,2,25
-tv7is-jlBzRUmKnweF7PA,gi90NMmRhzl8vzM83UNOVA,1.0,worst subs i ever had in my life was made by these guys. they did not toast the meat even i said so. it's like having frozen sandwiches. and check your receipt if you using a coupon.,2019,9,12
MnEkGvEvJCDOs8106MpdVA,gi90NMmRhzl8vzM83UNOVA,5.0,"i've never been to a more well kept fast food restaurant or had better customer service than here. anton, the guy who made my sub, was very friendly and clearly cares about serving his customers. he clearly puts in good effort into making the sandwiches and making people feel welcome.",2020,12,30
nnnASE7_ROHcbNUzoebGUA,-O_fh3A0IdvR_sg--mmoPQ,1.0,"it's nice to have a break from dining hall food, but service can take upwards of 30 minutes. a verbal fight happened today behind the counter and delayed service by 10+ minutes.

the service isn't well optimized for busy times! making each sandwich individually slows down the line and often leads to mistakes.",2019,1,24
VnM0v9G_Grw04linvN1foQ,yheGRZWHC-RJoKlqepj0hw,1.0,super slow service.  was the only customer in the entire store and it took forever for one 6inch ham sandwich to get made.  won't be back.,2021,2,27
WwulXySQN8t2hwqH_yWurA,31s1x27DnN2V-ptUWEdfTQ,4.0,"i've dipped in here twice after volunteering next door and being desperately hungry. both times, there's not been a line and the place has looked clean. the sandwiches have been made super quickly and i've been in and out  within five minutes. keep crushing it, sub team!",2020,12,23
5gcdiAbxI1ciMsu2DgCkJA,VZzivJEbmHItOxNXJB3SpA,1.0,"for the love of meatballs lined up on a baguette. i'm still in the shock and awe stage of ""what did i just witness?"". i was at this subway at 6:17pm tonight. the air outside was chilly but nothing compared to the wrath of m. the woman in front me had 2 small kids with her who were running around the restaurant as chillens do. she had some coupons and the order was complicated because her kids are picky eaters (weird right). just bread with no filling then ham, bacon and pepperoni slices on the side - okay so it wasn't complicated. apparently the shift lead who we can refer to as ""m"" just wasn't having it. she was training a guy named tyler as it was his first day. some of the highlight reel is as follows:

""the ham is right here. they just call it black forest ham to make it seem fancy or something. it's just ham.""

""i can't toast half your sandwich and not toast the other half. you're just trying to be cheap with your coupons."" 

""well we're a franchise so if i make this sandwich the way you want me to, my boss will end up chewing me out when they're looking at the inventory.""

""i don't care go ahead and get me fired.""

m's bad attitude ended up making a child cry and the woman in front of me who kept giving her multiple (too many) chances to just make the sandwich she ordered, ended up walking out of the restaurant sans sandwich with her kids.

during this whole exchange, tyler and i looked on uncomfortably. while m was off terrorizing this family over some meat slices, i coached him through my meatball marinara. he did a truly stellar job - maybe make him shift lead as his customer service skills were fine.

brentwood i expect better from you. looking at other yelp reviews i sense a theme of an employee with a bad attitude. i have no interest in bringing business to owners who choose to look the other way with this beyond poor display of customer service. needless to say i won't be coming back to this location. i only like drama when it's being shown on a rerun episode of vampire diaries.

the whole ordeal still has me gaping like patrick star. tonight tyler not only learned how to make a meatball marinara. he was also taught how not to treat a customer.",2019,1,18
ShBNzACoict2n3UH1JUiKA,QuZedyMTfhVwAYONCvtCVg,1.0,"i will never go to this disgusting subway again. it was vile. no social distancing. too crowded, and not one mask on any customer except me. one tall customer was virtually climbing on the glass sneeze guard, towering over it as he ordered, his head only 2 feet from the employee's face, spewing his breath droplets all over the sandwich ingredients. most subways have a barrier to keep customers at least 3-4 feet away from the sneeze guard. not this place. spew your cloud of germs right over it. hey, anybody interested in a covid or tuberculosis sandwich? no thanks. i had to leave. i drove to another subway.",2020,8,11
2m5S6osjnr2llRLLHgwnew,d-hMYlJ-hMAHSgd3KvYcWg,1.0,"made an on line order. came in 30 minutes later to pickup and they had given my order to someone else. i had to wait in line to get my sandwhich made but an older woman who i'm 99% was high/drunk, she kept slurring her words and had completely inappropriate behavior. so she starts making my sandwich and pulls out a half flattened piece of bread and placing turkey on it. i ask her for a different piece of bread because the one she chose is flattened and when she cut it it was torn into a few pieces. she said ""no, this is the best we got"". so i proceeded to ask for a refund and she basically told me she couldn't give me one, i would have to have them take my phone number down and they would call me later. so i just had her make me the sandwich and get me home. it was a bad sandwich and a waste of my money and time 

oh and she was yelling at a customer because the customer asked for a footlong with two separate half's of meat.",2020,6,17
WL8vRG-sG8MBqvU4nYNNVg,6Kc2FhLppRhWBXDKxjxj2A,2.0,"for a painfully slow made sandwich...come to subway of maryville.  i only go here when i'm desperate because there's not many options in maryville.  if it wasn't such a small town with few options, this place would go out of business for sure.  the food taste is fair but these people working here move at a snails pace.",2019,11,2
GlY76voiy_VAqHmnWrku3g,31s1x27DnN2V-ptUWEdfTQ,1.0,"oh my goodness! walking to get sandwiches for lunch. the man did not have a mask on! i asked him if he was going to wear one and he said ""hadn't gotten his yet "". we walk out. i am not eating a sandwich made by a man is not wearing a mask and breathing all over the topping!! hope he finds a mask by july 9 when marion county requires it. and aren't you supposed to have your long beard covered too?!",2020,7,5
GdsTIzHN6DRuaIuZs0gMfw,NFdlTTZrmXejfKyz7v5T3Q,5.0,this is a top-notch pick up chinese place. the food was picked up in 10 minutes it was hot and ready. i loved their fried rice it wasn't the normal bright yellow kind. so yummy.,2019,8,11
ulD8jpsNVUT-9NjNhYdUdA,L9XvUfEWfjEmOJAd21o6rA,5.0,i have always had good service here and every once in a while they add a free cookie to a delivery meal. all-in-all an above average subway.,2020,6,3
Js1FsZ6oP_9tO5tbJN-d2g,67QczBNcTAYq8alxqwiZ5g,3.0,"i'm working close by and trying to eat better so i thought i'd try a salad here. the place was standard and of course it appeared shorthanded as every business is these days. the 2 girls that were working were talking negative about another customer and seemed oblivious to those of us in line. 
the salad i got/made was solid and the price was right. good place to grab an affordable bite.",2021,10,29
